00002,00002-499927-01-weldingLensColor,1,green
00002,00002-499927-01-weldingLensColor,2,red
00002,00002-499927-01-weldingLensColor,3,blue
00002,00002-499927-01-weldingLensShade,1,12
00002,00002-499927-01-weldingLensShade,2,10
00002,00002-499927-01-weldingLensShade,3,5
00002,00002-499927-02-weight,1,0.3
00002,00002-499927-02-weight,2,0.5
00002,00002-499927-02-dimensions1,1,0.5
00002,00002-499927-02-dimensions1,2,0.6
00002,00002-499927-02-dimensions2,1,0.2
00002,00002-499927-02-dimensions2,2,0.4
00002,00002-499927-02-dimensions3,1,0.1
00002,00002-499927-02-dimensions3,2,0.3
00002,00002-499927-02-color,1,yellow
00002,00002-499927-02-color,2,black
00002,00002-499927-02-manufacturerName,1,CEMONT
00002,00002-499927-02-mfgDate,1,03/01/2017
00002,00002-499927-02-price,1,300.0
00002,00002-499927-02-price,2,500.0
00002,00002-499927-02-url,1,www.amazon.com
00002,00002-499927-02-helmetGlass,1,fibre proof
00002,00002-499927-02-helmetMaterial,1,steel
00002,00002-499927-02-sizeOfHelmet,1,small
00002,00002-499927-02-sizeOfHelmet,2,medium
00002,00002-499927-02-sizeOfHelmet,3,large
00002,00001-0-yesNoTypeValRule,12,yes
00002,00001-0-yesNoTypeValRule,13,no
00002,00002-499927-02-helmetFeatures,1,with goggles
00002,00002-499927-02-protection,1,harmful light protected
00002,00002-499927-02-arcWelding,2,fully automated
00002,00002-499927-02-weldingLens,3,Athermal gold coated lenses
00002,00002-499927-02-ultravioletLightProtection,1,350
00002,00002-499927-02-ultravioletLightProtection,2,450
00002,00001-0-yesNoTypeValRule,14,yes
00002,00002-499927-02-infraredLightProtection,1,300
00002,00002-499927-02-infraredLightProtection,2,490
00002,00002-499927-02-heatProtection,1,7.8
00002,00002-499927-02-heatProtection,2,10.0
00002,00001-0-yesNoTypeValRule,15,yes
00002,00001-0-yesNoTypeValRule,16,no
00002,00001-0-yesNoTypeValRule,17,yes
00002,00002-499927-02-weldingLensGlassThickness,1,0.5
00002,00002-499927-02-weldingLensGlassThickness,2,1.9
00002,00002-499927-02-weldingLensColor,1,green
00002,00002-499927-02-weldingLensColor,2,red
00002,00002-499927-02-weldingLensColor,3,blue
00002,00002-499927-02-weldingLensShade,1,14
00002,00002-499927-02-weldingLensShade,2,10
00002,00002-499927-02-weldingLensShade,3,11

